Year,Retail Deposits (Cr),Legacy Borrowings (Cr),Certificate of Deposits (Cr),Corporate Deposits (Cr),Government Banking (Cr),Fresh Borrowings (Cr),Total Liabilities (Cr),Retail %,Legacy %,CoD %,Corporate %,Govt %
2024,151343,"22,036","6,823","23,688","18,722",118419,"3,40,000+ (approx)",65%,9%,3%,8%,5%
